reviewID,name,date,verifiedPurchase,rating,helpful,title,review,profile,country,reviewLink,reviewImage,productTitle,productASIN,productURL,productPrice,productRating,productReviewCount
product_B09R786CJ9_1746434735,Amazon Customer,"May 05, 2025",False,4.0,4534,"75"" Class 4-Series 4K UHD HDR Smart Roku TV( Wi-Fi, RF, USB, Ethernet, HDM)I - 75S455",Product listing from Amazon search. Price: Not available,https://www.amazon.com/TCL-Class-UHD-Smart-Roku/dp/B09R786CJ9/ref=sr_1_11,US,https://www.amazon.com/TCL-Class-UHD-Smart-Roku/dp/B09R786CJ9/ref=sr_1_11,https://m.media-amazon.com/images/I/61elFfw-F8L._AC_UY218_.jpg,"75"" Class 4-Series 4K UHD HDR Smart Roku TV( Wi-Fi, RF, USB, Ethernet, HDM)I - 75S455",B09R786CJ9,https://www.amazon.com/TCL-Class-UHD-Smart-Roku/dp/B09R786CJ9/ref=sr_1_11,Not available,4.0,4534
product_B00NKYYMAW_1746434735,Amazon Customer,"May 05, 2025",False,4.0,110513,Mounting Dream,Product listing from Amazon search. Price: $28.48,https://www.amazon.com/dp/B00NKYYMAW,US,https://www.amazon.com/dp/B00NKYYMAW,https://m.media-amazon.com/images/I/61Hy8TJdu3L._AC_UY218_.jpg,Mounting Dream,B00NKYYMAW,https://www.amazon.com/dp/B00NKYYMAW,$28.48,4.0,110513
product_B07JKL2K5T_1746434735,Amazon Customer,"May 05, 2025",False,4.0,44670,65S425 65 Inch 4K UHD HDR Smart Roku TV (2019),Product listing from Amazon search. Price: Not available,https://www.amazon.com/TCL-4K-Smart-LED-65S425/dp/B07JKL2K5T/ref=sr_1_13,US,https://www.amazon.com/TCL-4K-Smart-LED-65S425/dp/B07JKL2K5T/ref=sr_1_13,https://m.media-amazon.com/images/I/71UhGw38ClL._AC_UY218_.jpg,65S425 65 Inch 4K UHD HDR Smart Roku TV (2019),B07JKL2K5T,https://www.amazon.com/TCL-4K-Smart-LED-65S425/dp/B07JKL2K5T/ref=sr_1_13,Not available,4.0,44670
product_B0BYTJTF1R_1746434736,Amazon Customer,"May 05, 2025",False,4.0,15,TCL 32-Inch Class -Series FHD LED Smart Roku TV + Wall Mount Works with Siri Alexa and Hey Google (Renewed),Product listing from Amazon search. Price: $199.99,https://www.amazon.com/TCL-32-Inch-Refresh-Compatible-Assistant/dp/B0BYTJTF1R/ref=sr_1_14,US,https://www.amazon.com/TCL-32-Inch-Refresh-Compatible-Assistant/dp/B0BYTJTF1R/ref=sr_1_14,https://m.media-amazon.com/images/I/61IZMr2TucL._AC_UY218_.jpg,TCL 32-Inch Class -Series FHD LED Smart Roku TV + Wall Mount Works with Siri Alexa and Hey Google (Renewed),B0BYTJTF1R,https://www.amazon.com/TCL-32-Inch-Refresh-Compatible-Assistant/dp/B0BYTJTF1R/ref=sr_1_14,$199.99,4.0,15
product_B0CZM6LRK6_1746434736,Amazon Customer,"May 05, 2025",False,4.0,175,"65-Inch Class S5 4K UHD LED Smart TV with Google TV (65S551G, 2024 Model), Google Assistant Built-in with Voice Remote, Compatible with Alexa, Streaming Television",Product listing from Amazon search. Price: Not available,https://www.amazon.com/TCL-65S551G-Assistant-Compatible-Television/dp/B0CZM6LRK6/ref=sr_1_15,US,https://www.amazon.com/TCL-65S551G-Assistant-Compatible-Television/dp/B0CZM6LRK6/ref=sr_1_15,https://m.media-amazon.com/images/I/81bqEWr7qGL._AC_UY218_.jpg,"65-Inch Class S5 4K UHD LED Smart TV with Google TV (65S551G, 2024 Model), Google Assistant Built-in with Voice Remote, Compatible with Alexa, Streaming Television",B0CZM6LRK6,https://www.amazon.com/TCL-65S551G-Assistant-Compatible-Television/dp/B0CZM6LRK6/ref=sr_1_15,Not available,4.0,175
product_B07G9XZ83W_1746434736,Amazon Customer,"May 05, 2025",False,4.0,13280,32S325 32 Inch 720p Roku Smart LED TV (2019),Product listing from Amazon search. Price: Not available,https://www.amazon.com/TCL-32S325-Inch-720p-Smart/dp/B07G9XZ83W/ref=sr_1_16,US,https://www.amazon.com/TCL-32S325-Inch-720p-Smart/dp/B07G9XZ83W/ref=sr_1_16,https://m.media-amazon.com/images/I/61--xSgNcQL._AC_UY218_.jpg,32S325 32 Inch 720p Roku Smart LED TV (2019),B07G9XZ83W,https://www.amazon.com/TCL-32S325-Inch-720p-Smart/dp/B07G9XZ83W/ref=sr_1_16,Not available,4.0,13280
product_B0DT75SGCK_1746434736,Amazon Customer,"May 05, 2025",False,0,0,Replacement Remote Control for TCL-Google-Smart TV，for TCL 4K UHD HDR LED QLED Series TVs,Product listing from Amazon search. Price: $9.99,https://www.amazon.com/dp/B0DT75SGCK,US,https://www.amazon.com/dp/B0DT75SGCK,https://m.media-amazon.com/images/I/61OtyPCpVZL._AC_UY218_.jpg,Replacement Remote Control for TCL-Google-Smart TV，for TCL 4K UHD HDR LED QLED Series TVs,B0DT75SGCK,https://www.amazon.com/dp/B0DT75SGCK,$9.99,0,0
product_B07F981R8M_1746434736,Amazon Customer,"May 05, 2025",False,4.0,21611,"32-inch 1080p Roku Smart LED TV - 32S327, 2019 Model",Product listing from Amazon search. Price: $235.88,https://www.amazon.com/TCL-32S327-32-Inch-1080p-Smart/dp/B07F981R8M/ref=sr_1_18,US,https://www.amazon.com/TCL-32S327-32-Inch-1080p-Smart/dp/B07F981R8M/ref=sr_1_18,https://m.media-amazon.com/images/I/61ClNi6f90L._AC_UY218_.jpg,"32-inch 1080p Roku Smart LED TV - 32S327, 2019 Model",B07F981R8M,https://www.amazon.com/TCL-32S327-32-Inch-1080p-Smart/dp/B07F981R8M/ref=sr_1_18,$235.88,4.0,21611
product_B09YX4ZV4F_1746434736,Amazon Customer,"May 05, 2025",False,4.0,1895,"40"" Class 3-Series Full HD 1080p LED Smart Roku TV - 40S355,Black",Product listing from Amazon search. Price: Not available,https://www.amazon.com/TCL-Class-Full-1080p-Smart/dp/B09YX4ZV4F/ref=sr_1_19,US,https://www.amazon.com/TCL-Class-Full-1080p-Smart/dp/B09YX4ZV4F/ref=sr_1_19,https://m.media-amazon.com/images/I/61QFwQbZc9L._AC_UY218_.jpg,"40"" Class 3-Series Full HD 1080p LED Smart Roku TV - 40S355,Black",B09YX4ZV4F,https://www.amazon.com/TCL-Class-Full-1080p-Smart/dp/B09YX4ZV4F/ref=sr_1_19,Not available,4.0,1895
product_B0B232FKLB_1746434736,Amazon Customer,"May 05, 2025",False,4.0,1191,"32"" Class 3-Series Full HD 1080p LED Smart Roku TV - 32S359,Black",Product listing from Amazon search. Price: Not available,https://www.amazon.com/TCL-Class-Full-1080p-Smart/dp/B0B232FKLB/ref=sr_1_20,US,https://www.amazon.com/TCL-Class-Full-1080p-Smart/dp/B0B232FKLB/ref=sr_1_20,https://m.media-amazon.com/images/I/61g1yQfmlwL._AC_UY218_.jpg,"32"" Class 3-Series Full HD 1080p LED Smart Roku TV - 32S359,Black",B0B232FKLB,https://www.amazon.com/TCL-Class-Full-1080p-Smart/dp/B0B232FKLB/ref=sr_1_20,Not available,4.0,1191
product_B0BC9Z7PJT_1746434736,Amazon Customer,"May 05, 2025",False,4.0,50,TCL 32-Inch Class HD 720p Smart LED TV Dolby Digital Advanced Digital Tuner Premium Design Compatible with Alexa & Google Assistant 32S331 (Renewed),Product listing from Amazon search. Price: $119.91,https://www.amazon.com/dp/B0BC9Z7PJT,US,https://www.amazon.com/dp/B0BC9Z7PJT,https://m.media-amazon.com/images/I/718ympokIeL._AC_UY218_.jpg,TCL 32-Inch Class HD 720p Smart LED TV Dolby Digital Advanced Digital Tuner Premium Design Compatible with Alexa & Google Assistant 32S331 (Renewed),B0BC9Z7PJT,https://www.amazon.com/dp/B0BC9Z7PJT,$119.91,4.0,50
product_B0DL9TG1XT_1746434736,Amazon Customer,"May 05, 2025",False,4.0,13,"Replacement Remote Control for TCL Google TV Smart TVs (No Voice Function), Compatible with TCL Q550G Q650G Q670G Q750G QM850G FHD HDR LED UHD QLED S370G S450G S470G S550G",Product listing from Amazon search. Price: $8.69,https://www.amazon.com/dp/B0DL9TG1XT,US,https://www.amazon.com/dp/B0DL9TG1XT,https://m.media-amazon.com/images/I/61bn3HzYJpL._AC_UY218_.jpg,"Replacement Remote Control for TCL Google TV Smart TVs (No Voice Function), Compatible with TCL Q550G Q650G Q670G Q750G QM850G FHD HDR LED UHD QLED S370G S450G S470G S550G",B0DL9TG1XT,https://www.amazon.com/dp/B0DL9TG1XT,$8.69,4.0,13
product_B0DC5VJ2GW_1746434764,Amazon Customer,"May 05, 2025",False,4.0,77,"2PCS Remote Control for TCL Google-TV LED UHD QLED FHD HDR Smart TVs, Replacement Remote RC813 for Q550G Q650G Q670G Q750G QM850G S370G S450G S470G S550G (NO Voice)",Product listing from Amazon search. Price: $12.99,https://www.amazon.com/dp/B0DC5VJ2GW,US,https://www.amazon.com/dp/B0DC5VJ2GW,https://m.media-amazon.com/images/I/71WM5E4PRSL._AC_UY218_.jpg,"2PCS Remote Control for TCL Google-TV LED UHD QLED FHD HDR Smart TVs, Replacement Remote RC813 for Q550G Q650G Q670G Q750G QM850G S370G S450G S470G S550G (NO Voice)",B0DC5VJ2GW,https://www.amazon.com/dp/B0DC5VJ2GW,$12.99,4.0,77
product_B0DXPKPWN9_1746434764,Amazon Customer,"May 05, 2025",False,3.0,19,"14 inch Small Smart TV Built-in APP, HD Flat Screen Smart TV for Home, Kitchen, RV Camper or On-The-Go Entertainment (Inches, 14)",Product listing from Amazon search. Price: $129.98,https://www.amazon.com/dp/B0DXPKPWN9,US,https://www.amazon.com/dp/B0DXPKPWN9,https://m.media-amazon.com/images/I/61D6ccoH73L._AC_UY218_.jpg,"14 inch Small Smart TV Built-in APP, HD Flat Screen Smart TV for Home, Kitchen, RV Camper or On-The-Go Entertainment (Inches, 14)",B0DXPKPWN9,https://www.amazon.com/dp/B0DXPKPWN9,$129.98,3.0,19
product_B0CDDTJKDR_1746434764,Amazon Customer,"May 05, 2025",False,5.0,4,65S453 65 inch Class 4-Series 4K UHD LED Smart Roku TV,Product listing from Amazon search. Price: Not available,https://www.amazon.com/TCL-65S453-inch-Class-Smart/dp/B0CDDTJKDR/ref=sr_1_19,US,https://www.amazon.com/TCL-65S453-inch-Class-Smart/dp/B0CDDTJKDR/ref=sr_1_19,https://m.media-amazon.com/images/I/41zIOUPbtrL._AC_UY218_.jpg,65S453 65 inch Class 4-Series 4K UHD LED Smart Roku TV,B0CDDTJKDR,https://www.amazon.com/TCL-65S453-inch-Class-Smart/dp/B0CDDTJKDR/ref=sr_1_19,Not available,5.0,4
product_B0CDQVS7RN_1746434764,Amazon Customer,"May 05, 2025",False,3.0,12,TCL 32-Inch Class 3-Series Full HD 1080p LED Smart TV with Dual-Band WiFi Works with Popular Voice Assistants 32S357 (Renewed),Product listing from Amazon search. Price: $139.99,https://www.amazon.com/TCL-32-Inch-Dual-Band-Popular-Assistants/dp/B0CDQVS7RN/ref=sr_1_20,US,https://www.amazon.com/TCL-32-Inch-Dual-Band-Popular-Assistants/dp/B0CDQVS7RN/ref=sr_1_20,https://m.media-amazon.com/images/I/61rjA3fedTL._AC_UY218_.jpg,TCL 32-Inch Class 3-Series Full HD 1080p LED Smart TV with Dual-Band WiFi Works with Popular Voice Assistants 32S357 (Renewed),B0CDQVS7RN,https://www.amazon.com/TCL-32-Inch-Dual-Band-Popular-Assistants/dp/B0CDQVS7RN/ref=sr_1_20,$139.99,3.0,12
product_B07G9W9ZR9_1746434764,Amazon Customer,"May 05, 2025",False,4.0,39665,"43-inch 1080p Smart LED Roku TV - 43S325, 2019 Model",Product listing from Amazon search. Price: Not available,https://www.amazon.com/TCL-43S325-Inch-1080p-Smart/dp/B07G9W9ZR9/ref=sr_1_21,US,https://www.amazon.com/TCL-43S325-Inch-1080p-Smart/dp/B07G9W9ZR9/ref=sr_1_21,https://m.media-amazon.com/images/I/71WYVL1M8dL._AC_UY218_.jpg,"43-inch 1080p Smart LED Roku TV - 43S325, 2019 Model",B07G9W9ZR9,https://www.amazon.com/TCL-43S325-Inch-1080p-Smart/dp/B07G9W9ZR9/ref=sr_1_21,Not available,4.0,39665
product_B0C9F5KMLZ_1746434764,Amazon Customer,"May 05, 2025",False,0,0,"TCL 40-Inch Class S3 1080p LED Smart TV with Google TV (40S350G, 2023 Model), Google Assistant Built-in with Voice Remote, Compatible with Alexa, Streaming FHD Television (Renewed)",Product listing from Amazon search. Price: $179.96,https://www.amazon.com/TCL-Assistant-Compatible-Streaming-Television/dp/B0C9F5KMLZ/ref=sr_1_17,US,https://www.amazon.com/TCL-Assistant-Compatible-Streaming-Television/dp/B0C9F5KMLZ/ref=sr_1_17,https://m.media-amazon.com/images/I/81Vv5lv3yyL._AC_UY218_.jpg,"TCL 40-Inch Class S3 1080p LED Smart TV with Google TV (40S350G, 2023 Model), Google Assistant Built-in with Voice Remote, Compatible with Alexa, Streaming FHD Television (Renewed)",B0C9F5KMLZ,https://www.amazon.com/TCL-Assistant-Compatible-Streaming-Television/dp/B0C9F5KMLZ/ref=sr_1_17,$179.96,0,0
product_B0B9HVFWHP_1746434764,Amazon Customer,"May 05, 2025",False,4.0,35,TCL 32-Inch Class HD 720p Android Smart LED TV 3-Series Dolby Digital Bluetooth Connectivity Chromecast & Google Assistant Built-in 32S21 (Renewed),Product listing from Amazon search. Price: $129.96,https://www.amazon.com/TCL-Bluetooth-Connectivity-Chromecast-32S21/dp/B0B9HVFWHP/ref=sr_1_18,US,https://www.amazon.com/TCL-Bluetooth-Connectivity-Chromecast-32S21/dp/B0B9HVFWHP/ref=sr_1_18,https://m.media-amazon.com/images/I/6166k9DjlZL._AC_UY218_.jpg,TCL 32-Inch Class HD 720p Android Smart LED TV 3-Series Dolby Digital Bluetooth Connectivity Chromecast & Google Assistant Built-in 32S21 (Renewed),B0B9HVFWHP,https://www.amazon.com/TCL-Bluetooth-Connectivity-Chromecast-32S21/dp/B0B9HVFWHP/ref=sr_1_18,$129.96,4.0,35
product_B0DDV328Z9_1746434764,Amazon Customer,"May 05, 2025",False,4.0,1878,"65-Inch Class S5 UHD 4K LED Smart TV with Fire TV (65S551F, 2024 Model) S45H S Class 2.0 Channel Sound Bar with Dolby Atmos",Product listing from Amazon search. Price: Not available,https://www.amazon.com/TCL-65-Inch-Class-65S551F-Channel/dp/B0DDV328Z9/ref=sr_1_19,US,https://www.amazon.com/TCL-65-Inch-Class-65S551F-Channel/dp/B0DDV328Z9/ref=sr_1_19,https://m.media-amazon.com/images/I/41waCz8QzdL._AC_UY218_.jpg,"65-Inch Class S5 UHD 4K LED Smart TV with Fire TV (65S551F, 2024 Model) S45H S Class 2.0 Channel Sound Bar with Dolby Atmos",B0DDV328Z9,https://www.amazon.com/TCL-65-Inch-Class-65S551F-Channel/dp/B0DDV328Z9/ref=sr_1_19,Not available,4.0,1878
product_B07MCVMNXW_1746434764,Amazon Customer,"May 05, 2025",False,4.0,133,"65"" Class (64.5"" Diag) 4K UHD ROKU LED LCD (65S423)",Product listing from Amazon search. Price: Not available,https://www.amazon.com/TCL-Class-64-5-Diag-65S423/dp/B07MCVMNXW/ref=sr_1_20,US,https://www.amazon.com/TCL-Class-64-5-Diag-65S423/dp/B07MCVMNXW/ref=sr_1_20,https://m.media-amazon.com/images/I/5166WjUxk2L._AC_UY218_.jpg,"65"" Class (64.5"" Diag) 4K UHD ROKU LED LCD (65S423)",B07MCVMNXW,https://www.amazon.com/TCL-Class-64-5-Diag-65S423/dp/B07MCVMNXW/ref=sr_1_20,Not available,4.0,133
product_B088S3V3R4_1746434764,Amazon Customer,"May 05, 2025",False,4.0,15043,"32-inch 3-Series 720p Roku Smart TV - 32S335, 2021 Model",Product listing from Amazon search. Price: Not available,https://www.amazon.com/TCL-32-720p-ROKU-Smart/dp/B088S3V3R4/ref=sr_1_21,US,https://www.amazon.com/TCL-32-720p-ROKU-Smart/dp/B088S3V3R4/ref=sr_1_21,https://m.media-amazon.com/images/I/61QFwQbZc9L._AC_UY218_.jpg,"32-inch 3-Series 720p Roku Smart TV - 32S335, 2021 Model",B088S3V3R4,https://www.amazon.com/TCL-32-720p-ROKU-Smart/dp/B088S3V3R4/ref=sr_1_21,Not available,4.0,15043
product_B08S6S19CR_1746434764,Amazon Customer,"May 05, 2025",False,4.0,1121,Perlegear,Product listing from Amazon search. Price: $39.99,https://www.amazon.com/dp/B08S6S19CR,US,https://www.amazon.com/dp/B08S6S19CR,https://m.media-amazon.com/images/I/71a2BC48mbL._AC_UY218_.jpg,Perlegear,B08S6S19CR,https://www.amazon.com/dp/B08S6S19CR,$39.99,4.0,1121
product_B0D62S4VSY_1746434764,Amazon Customer,"May 05, 2025",False,4.0,392,"New Remote Control for TCL Google-TV LED UHD QLED FHD HDR Smart TVs, Replacement Remote RC813 for Q550G Q650G Q670G Q750G QM850G S370G S450G S470G S550G",Product listing from Amazon search. Price: $9.99,https://www.amazon.com/dp/B0D62S4VSY,US,https://www.amazon.com/dp/B0D62S4VSY,https://m.media-amazon.com/images/I/616QGHcZo6L._AC_UY218_.jpg,"New Remote Control for TCL Google-TV LED UHD QLED FHD HDR Smart TVs, Replacement Remote RC813 for Q550G Q650G Q670G Q750G QM850G S370G S450G S470G S550G",B0D62S4VSY,https://www.amazon.com/dp/B0D62S4VSY,$9.99,4.0,392
product_B09YWT3P5Q_1746434764,Amazon Customer,"May 05, 2025",False,4.0,2080,"32"" Class 3-Series HD 720p LED Smart Roku TV - 32S355, Black",Product listing from Amazon search. Price: Not available,https://www.amazon.com/TCL-Class-720p-Smart-Roku/dp/B09YWT3P5Q/ref=sr_1_24,US,https://www.amazon.com/TCL-Class-720p-Smart-Roku/dp/B09YWT3P5Q/ref=sr_1_24,https://m.media-amazon.com/images/I/61lRv6LZlHL._AC_UY218_.jpg,"32"" Class 3-Series HD 720p LED Smart Roku TV - 32S355, Black",B09YWT3P5Q,https://www.amazon.com/TCL-Class-720p-Smart-Roku/dp/B09YWT3P5Q/ref=sr_1_24,Not available,4.0,2080
product_B094RJ41WY_1746434764,Amazon Customer,"May 05, 2025",False,4.0,13479,VIZIO,Product listing from Amazon search. Price: $128.00,https://www.amazon.com/VIZIO-Chromecast-Mirroring-Streaming-Channels/dp/B094RJ41WY/ref=sr_1_25,US,https://www.amazon.com/VIZIO-Chromecast-Mirroring-Streaming-Channels/dp/B094RJ41WY/ref=sr_1_25,https://m.media-amazon.com/images/I/81OsEmGZ1dL._AC_UY218_.jpg,VIZIO,B094RJ41WY,https://www.amazon.com/VIZIO-Chromecast-Mirroring-Streaming-Channels/dp/B094RJ41WY/ref=sr_1_25,$128.00,4.0,13479
